approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.00033421814,0.009277344,3195.1153846153848,11876.538461538461,-0.4595761299133301,203,180,3.3250537,-0.0032999879,23040,423.9649986241268,92160,0.00050440547
0.00011535392,0.001953125,3195.1153846153848,11876.538461538461,-0.035489678382873535,211,181,3.2735434,-0.0020367794,23168,426.38551931879607,92672,0.00050198834
0.00026386455,0.0073242188,3195.1153846153848,11876.538461538461,0.17585325241088867,210,182,3.330911,-0.0024246753,23296,428.82306473308756,93184,0.00019892855
0.000106838794,0.0029296875,3195.1153846153848,11876.538461538461,0.045447587966918945,208,183,3.304274,-0.0014040226,23424,431.27712348915856,93696,0.014633797
4.9065973e-05,0.0,3195.1153846153848,11876.538461538461,0.006693720817565918,213,184,3.3837557,-0.00083464826,23552,433.6728313235341,94208,0.00811093
0.00012427452,0.00048828125,3174.8518518518517,11481.111111111111,-0.09203600883483887,215,185,3.4118202,-0.0024235053,23680,436.05293773370636,94720,0.0006463434
0.0001675098,0.00048828125,3174.8518518518517,11481.111111111111,0.3408201336860657,215,186,3.4615338,-0.0020839921,23808,438.427423806657,95232,0.00012799265
0.00017549959,0.0014648438,3174.8518518518517,11481.111111111111,-0.00970923900604248,210,187,3.4600437,-0.0016249333,23936,440.85778010892443,95744,0.007908828
2.2479802e-05,0.0,3174.8518518518517,11481.111111111111,0.010258972644805908,216,188,3.4986029,-0.0007740738,24064,443.22657781924795,96256,0.015037339
2.3904846e-05,0.0,3174.8518518518517,11481.111111111111,0.016234517097473145,215,189,3.4916527,-0.00091926055,24192,445.59937352373,96768,0.018647969
1.936668e-05,0.0,3174.8518518518517,11481.111111111111,0.04686373472213745,209,190,3.5381665,-0.0011973467,24320,448.03876016365206,97280,0.021839008
5.0199116e-05,0.0,3294.5,11336.07142857143,0.0252419114112854,213,191,3.5135002,-0.0014502048,24448,450.44076684327194,97792,0.011160027
4.2623087e-05,0.0,3265.862068965517,11187.931034482759,0.013189077377319336,213,192,3.5545676,-0.0004263632,24576,452.8452368946333,98304,0.25061655
7.153455e-06,0.0,3265.862068965517,11187.931034482759,0.02088373899459839,210,193,3.591052,-0.00038000307,24704,455.2793297053117,98816,0.053457547
1.2954074e-06,0.0,3265.862068965517,11187.931034482759,0.0043038129806518555,213,194,3.6301491,-0.00028585905,24832,457.68057930547036,99328,0.008802738
2.0765794e-06,0.0,3265.862068965517,11187.931034482759,0.020675957202911377,209,195,3.5719652,-0.00028443942,24960,460.12559626991697,99840,0.029690783
